No    	Word                	Translate           	Count 	Freq 	Cum_Freq
556   	creamery            	                    	1     	0.0308%	81.9359%
557   	northern            	                    	1     	0.0308%	81.9667%
558   	quickly             	                    	1     	0.0308%	81.9975%
559   	demonstrated        	                    	1     	0.0308%	82.0284%
560   	currently           	                    	1     	0.0308%	82.0592%
561   	exceeds             	                    	1     	0.0308%	82.0900%
562   	enjoying            	                    	1     	0.0308%	82.1208%
563   	growth              	                    	1     	0.0308%	82.1517%
564   	rate                	                    	1     	0.0308%	82.1825%
565   	hand                	                    	1     	0.0308%	82.2133%
566   	increased           	                    	1     	0.0308%	82.2441%
567   	comparison          	                    	1     	0.0308%	82.2750%
568   	total               	                    	1     	0.0308%	82.3058%
569   	spins               	                    	1     	0.0308%	82.3366%
570   	top                 	                    	1     	0.0308%	82.3674%
571   	priority            	                    	1     	0.0308%	82.3983%
572   	became              	                    	1     	0.0308%	82.4291%
573   	getting             	                    	1     	0.0308%	82.4599%
574   	customers           	                    	1     	0.0308%	82.4908%
575   	satisfied           	                    	1     	0.0308%	82.5216%
576   	-cow                	                    	1     	0.0308%	82.5524%
577   	wasn                	                    	1     	0.0308%	82.5832%
578   	suffice             	                    	1     	0.0308%	82.6141%
579   	partnership         	                    	1     	0.0308%	82.6449%
580   	paul                	                    	1     	0.0308%	82.6757%
581   	phyllis             	                    	1     	0.0308%	82.7065%
582   	amburgh             	                    	1     	0.0308%	82.7374%
583   	owners              	                    	1     	0.0308%	82.7682%
584   	dharma              	                    	1     	0.0308%	82.7990%
585   	lea                 	                    	1     	0.0308%	82.8298%
586   	true                	                    	1     	0.0308%	82.8607%
587   	believers           	                    	1     	0.0308%	82.8915%
588   	addition            	                    	1     	0.0308%	82.9223%
589   	supplying           	                    	1     	0.0308%	82.9531%
590   	-head               	                    	1     	0.0308%	82.9840%
591   	area                	                    	1     	0.0308%	83.0148%
592   	convent             	                    	1     	0.0308%	83.0456%
593   	certified           	                    	1     	0.0308%	83.0764%
594   	order               	                    	1     	0.0308%	83.1073%
595   	enter               	                    	1     	0.0308%	83.1381%
596   	couple              	                    	1     	0.0308%	83.1689%
597   	coming              	                    	1     	0.0308%	83.1998%
598   	during              	                    	1     	0.0308%	83.2306%
599   	grow                	                    	1     	0.0308%	83.2614%
600   	sight               	                    	1     	0.0308%	83.2922%
601   	mindset             	                    	1     	0.0308%	83.3231%
602   	successfully        	                    	1     	0.0308%	83.3539%
603   	convincing          	                    	1     	0.0308%	83.3847%
604   	open-minded         	                    	1     	0.0308%	83.4155%
605   	economics           	                    	1     	0.0308%	83.4464%
606   	fetch               	                    	1     	0.0308%	83.4772%
607   	squeeze             	                    	1     	0.0308%	83.5080%
608   	felt                	                    	1     	0.0308%	83.5388%
609   	gone                	                    	1     	0.0308%	83.5697%
610   	tightening          	                    	1     	0.0308%	83.6005%
611   	margins             	                    	1     	0.0308%	83.6313%
612   	replacing           	                    	1     	0.0308%	83.6621%
613   	insulated           	                    	1     	0.0308%	83.6930%
614   	jumps               	                    	1     	0.0308%	83.7238%
615   	include             	                    	1     	0.0308%	83.7546%
616   	grasses             	                    	1     	0.0308%	83.7855%
617   	grown               	                    	1     	0.0308%	83.8163%
618   	seed                	                    	1     	0.0308%	83.8471%
619   	bunk                	                    	1     	0.0308%	83.8779%
620   	fertilized          	                    	1     	0.0308%	83.9088%
621   	fertilizer          	                    	1     	0.0308%	83.9396%
622   	champions           	                    	1     	0.0308%	83.9704%
623   	health              	                    	1     	0.0308%	84.0012%
624   	confinement         	                    	1     	0.0308%	84.0321%
625   	herds               	                    	1     	0.0308%	84.0629%
626   	stimulate           	                    	1     	0.0308%	84.0937%
627   	microbial           	                    	1     	0.0308%	84.1245%
628   	activity            	                    	1     	0.0308%	84.1554%
629   	soil                	                    	1     	0.0308%	84.1862%
630   	helping             	                    	1     	0.0308%	84.2170%
631   	capture             	                    	1     	0.0308%	84.2478%
632   	carbon              	                    	1     	0.0308%	84.2787%
633   	nutrients           	                    	1     	0.0308%	84.3095%
634   	healthy             	                    	1     	0.0308%	84.3403%
635   	fats                	                    	1     	0.0308%	84.3711%
636   	subject             	                    	1     	0.0308%	84.4020%
637   	wildly              	                    	1     	0.0308%	84.4328%
638   	fluctuating         	                    	1     	0.0308%	84.4636%
639   	commodity           	                    	1     	0.0308%	84.4945%
640   	unpredictability    	                    	1     	0.0308%	84.5253%
641   	lag-time            	                    	1     	0.0308%	84.5561%
642   	takes               	                    	1     	0.0308%	84.5869%
643   	add                 	                    	1     	0.0308%	84.6178%
644   	meet                	                    	1     	0.0308%	84.6486%
645   	result              	                    	1     	0.0308%	84.6794%
646   	cheese              	                    	1     	0.0308%	84.7102%
647   	surplus             	                    	1     	0.0308%	84.7411%
648   	safe                	                    	1     	0.0308%	84.7719%
649   	refuge              	                    	1     	0.0308%	84.8027%
650   	family-scale        	                    	1     	0.0308%	84.8335%
651   	stay                	                    	1     	0.0308%	84.8644%
652   	viable              	                    	1     	0.0308%	84.8952%
653   	financially         	                    	1     	0.0308%	84.9260%
654   	doing               	                    	1     	0.0308%	84.9568%
655   	working             	                    	1     	0.0308%	84.9877%
656   	managed             	                    	1     	0.0308%	85.0185%
657   	desire              	                    	1     	0.0308%	85.0493%
658   	sincere             	                    	1     	0.0308%	85.0801%
659   	relationship        	                    	1     	0.0308%	85.1110%
660   	begin               	                    	1     	0.0308%	85.1418%
661   	regular             	                    	1     	0.0308%	85.1726%
662   	regional            	                    	1     	0.0308%	85.2035%
663   	meetings            	                    	1     	0.0308%	85.2343%
664   	meeting             	                    	1     	0.0308%	85.2651%
665   	individual          	                    	1     	0.0308%	85.2959%
666   	visits              	                    	1     	0.0308%	85.3268%
667   	pass                	                    	1     	0.0308%	85.3576%
668   	principles          	                    	1     	0.0308%	85.3884%
669   	signs               	                    	1     	0.0308%	85.4192%
670   	contract            	                    	1     	0.0308%	85.4501%
671   	pledging            	                    	1     	0.0308%	85.4809%
672   	buy                 	                    	1     	0.0308%	85.5117%
673   	base                	                    	1     	0.0308%	85.5425%
674   	plus                	                    	1     	0.0308%	85.5734%
675   	quality             	                    	1     	0.0308%	85.6042%
676   	premiums            	                    	1     	0.0308%	85.6350%
677   	incentives          	                    	1     	0.0308%	85.6658%
678   	butter              	                    	1     	0.0308%	85.6967%
679   	fat                 	                    	1     	0.0308%	85.7275%
680   	solids              	                    	1     	0.0308%	85.7583%
681   	hill's              	                    	1     	0.0308%	85.7891%
682   	unusually           	                    	1     	0.0308%	85.8200%
683   	comprehensive       	                    	1     	0.0308%	85.8508%
684   	businesses          	                    	1     	0.0308%	85.8816%
685   	committed           	                    	1     	0.0308%	85.9125%
686   	slowly              	                    	1     	0.0308%	85.9433%
687   	america             	                    	1     	0.0308%	85.9741%
688   	sharing             	                    	1     	0.0308%	86.0049%
689   	knowledge           	                    	1     	0.0308%	86.0358%
690   	peer-to-peer        	                    	1     	0.0308%	86.0666%
691   	learning            	                    	1     	0.0308%	86.0974%
692   	core                	                    	1     	0.0308%	86.1282%
693   	culture             	                    	1     	0.0308%	86.1591%
694   	summer              	                    	1     	0.0308%	86.1899%
695   	massachusetts       	                    	1     	0.0308%	86.2207%
696   	john                	                    	1     	0.0308%	86.2515%
697   	big                 	                    	1     	0.0308%	86.2824%
698   	picture             	                    	1     	0.0308%	86.3132%
699   	england             	                    	1     	0.0308%	86.3440%
700   	projected           	                    	1     	0.0308%	86.3748%
701   	head                	                    	1     	0.0308%	86.4057%
702   	cattle              	                    	1     	0.0308%	86.4365%
703   	producers           	                    	1     	0.0308%	86.4673%
704   	early               	                    	1     	0.0308%	86.4982%
705   	indications         	                    	1     	0.0308%	86.5290%
706   	shortage            	                    	1     	0.0308%	86.5598%
707   	members             	                    	1     	0.0308%	86.5906%
708   	informally          	                    	1     	0.0308%	86.6215%
709   	announce            	                    	1     	0.0308%	86.6523%
710   	conferences         	                    	1     	0.0308%	86.6831%
711   	media               	                    	1     	0.0308%	86.7139%
712   	received            	                    	1     	0.0308%	86.7448%
713   	steady              	                    	1     	0.0308%	86.7756%
714   	stream              	                    	1     	0.0308%	86.8064%
715   	inquiries           	                    	1     	0.0308%	86.8372%
716   	interested          	                    	1     	0.0308%	86.8681%
717   	ll                  	                    	1     	0.0308%	86.8989%
718   	provide             	                    	1     	0.0308%	86.9297%
719   	ranging             	                    	1     	0.0308%	86.9605%
720   	formal              	                    	1     	0.0308%	86.9914%
721   	seminars            	                    	1     	0.0308%	87.0222%
722   	on-farm             	                    	1     	0.0308%	87.0530%
723   	workshops           	                    	1     	0.0308%	87.0838%
724   	holistic            	                    	1     	0.0308%	87.1147%
725   	one-on-one          	                    	1     	0.0308%	87.1455%
726   	hand-holding        	                    	1     	0.0308%	87.1763%
727   	hotline             	                    	1     	0.0308%	87.2072%
728   	converting          	                    	1     	0.0308%	87.2380%
729   	guarantees          	                    	1     	0.0308%	87.2688%
730   	above-market        	                    	1     	0.0308%	87.2996%
731   	calf-to-customer    	                    	1     	0.0308%	87.3305%
732   	electronic          	                    	1     	0.0308%	87.3613%
733   	ear                 	                    	1     	0.0308%	87.3921%
734   	tag                 	                    	1     	0.0308%	87.4229%
735   	id                  	                    	1     	0.0308%	87.4538%
736   	european            	                    	1     	0.0308%	87.4846%
737   	union               	                    	1     	0.0308%	87.5154%
738   	portray             	                    	1     	0.0308%	87.5462%
739   	win-win             	                    	1     	0.0308%	87.5771%
740   	situation           	                    	1     	0.0308%	87.6079%
741   	downsides           	                    	1     	0.0308%	87.6387%
742   	issue               	                    	1     	0.0308%	87.6695%
743   	above               	                    	1     	0.0308%	87.7004%
744   	versions            	                    	1     	0.0308%	87.7312%
745   	depending           	                    	1     	0.0308%	87.7620%
746   	chosen              	                    	1     	0.0308%	87.7928%
747   	compared            	                    	1     	0.0308%	87.8237%
748   	non-organic         	                    	1     	0.0308%	87.8545%
749   	consumers           	                    	1     	0.0308%	87.8853%
750   	pay                 	                    	1     	0.0308%	87.9162%
751   	hamburger           	                    	1     	0.0308%	87.9470%
752   	alternative         	                    	1     	0.0308%	87.9778%
753   	online              	                    	1     	0.0308%	88.0086%
754   	grocer              	                    	1     	0.0308%	88.0395%
755   	fresh               	                    	1     	0.0308%	88.0703%
756   	direct              	                    	1     	0.0308%	88.1011%
757   	anywhere            	                    	1     	0.0308%	88.1319%
758   	option              	                    	1     	0.0308%	88.1628%
759   	requires            	                    	1     	0.0308%	88.1936%
760   	beginning           	                    	1     	0.0308%	88.2244%
761   	tends               	                    	1     	0.0308%	88.2552%
762   	labor-intensive     	                    	1     	0.0308%	88.2861%
763   	counters            	                    	1     	0.0308%	88.3169%
764   	hidden              	                    	1     	0.0308%	88.3477%
765   	subsidies           	                    	1     	0.0308%	88.3785%
766   	degradation         	                    	1     	0.0308%	88.4094%
767   	decreased           	                    	1     	0.0308%	88.4402%
768   	heath               	                    	1     	0.0308%	88.4710%
769   	cost-effective      	                    	1     	0.0308%	88.5018%
770   	model               	                    	1     	0.0308%	88.5327%
771   	provides            	                    	1     	0.0308%	88.5635%
772   	lowest              	                    	1     	0.0308%	88.5943%
773   	cheapest            	                    	1     	0.0308%	88.6252%
774   	booster             	                    	1     	0.0308%	88.6560%
775   	spurring            	                    	1     	0.0308%	88.6868%
776   	makes               	                    	1     	0.0308%	88.7176%
777   	meat-based          	                    	1     	0.0308%	88.7485%
778   	bars                	                    	1     	0.0308%	88.7793%
779   	founders            	                    	1     	0.0308%	88.8101%
780   	taylor              	                    	1     	0.0308%	88.8409%
781   	katie               	                    	1     	0.0308%	88.8718%
782   	endurance           	                    	1     	0.0308%	88.9026%
783   	athletes            	                    	1     	0.0308%	88.9334%
784   	soon                	                    	1     	0.0308%	88.9642%
785   	launching           	                    	1     	0.0308%	88.9951%
786   	successful          	                    	1     	0.0308%	89.0259%
787   	bacon               	                    	1     	0.0308%	89.0567%
788   	cranberry           	                    	1     	0.0308%	89.0875%
789   	exhausted           	                    	1     	0.0308%	89.1184%
790   	sources             	                    	1     	0.0308%	89.1492%
791   	exclusively         	                    	1     	0.0308%	89.1800%
792   	researching         	                    	1     	0.0308%	89.2109%
793   	rest                	                    	1     	0.0308%	89.2417%
794   	feed-lot            	                    	1     	0.0308%	89.2725%
795   	confined            	                    	1     	0.0308%	89.3033%
796   	general             	                    	1     	0.0308%	89.3342%
797   	mills               	                    	1     	0.0308%	89.3650%
798   	bought              	                    	1     	0.0308%	89.3958%
799   	suddenly            	                    	1     	0.0308%	89.4266%
800   	resources           	                    	1     	0.0308%	89.4575%
801   	needed              	                    	1     	0.0308%	89.4883%
802   	expand              	                    	1     	0.0308%	89.5191%
803   	teamed              	                    	1     	0.0308%	89.5499%
804   	wisconsin-based     	                    	1     	0.0308%	89.5808%
805   	rancher             	                    	1     	0.0308%	89.6116%
806   	northstar           	                    	1     	0.0308%	89.6424%
807   	fronted             	                    	1     	0.0308%	89.6732%
808   	money               	                    	1     	0.0308%	89.7041%
809   	worth               	                    	1     	0.0308%	89.7349%
810   	protocols           	                    	1     	0.0308%	89.7657%
811   	message             	                    	1     	0.0308%	89.7965%
812   	might               	                    	1     	0.0308%	89.8274%
813   	otherwise           	                    	1     	0.0308%	89.8582%
814   	break               	                    	1     	0.0308%	89.8890%
815   	here                	                    	1     	0.0308%	89.9199%
816   	guaranteeing        	                    	1     	0.0308%	89.9507%
817   	you'll              	                    	1     	0.0308%	89.9815%
818   	blood               	                    	1     	0.0308%	90.0123%
819   	old                 	                    	1     	0.0308%	90.0432%
820   	ecosystem           	                    	1     	0.0308%	90.0740%
821   	cool                	                    	1     	0.0308%	90.1048%
822   	explains            	                    	1     	0.0308%	90.1356%
823   	affected            	                    	1     	0.0308%	90.1665%
824   	ever-changing       	                    	1     	0.0308%	90.1973%
825   	partners            	                    	1     	0.0308%	90.2281%
826   	believes            	                    	1     	0.0308%	90.2589%
827   	taken               	                    	1     	0.0308%	90.2898%
828   	consideration       	                    	1     	0.0308%	90.3206%
829   	assess              	                    	1     	0.0308%	90.3514%
830   	cost-effectiveness  	                    	1     	0.0308%	90.3822%
831   	persuaded           	                    	1     	0.0308%	90.4131%
832   	advantage           	                    	1     	0.0308%	90.4439%
833   	terms               	                    	1     	0.0308%	90.4747%
834   	profits             	                    	1     	0.0308%	90.5055%
835   	example             	                    	1     	0.0308%	90.5364%
836   	american            	                    	1     	0.0308%	90.5672%
837   	practice            	                    	1     	0.0308%	90.5980%
838   	notion              	                    	1     	0.0308%	90.6289%
839   	sunlight            	                    	1     	0.0308%	90.6597%
840   	brings              	                    	1     	0.0308%	90.6905%
841   	mankind             	                    	1     	0.0308%	90.7213%
842   	problem             	                    	1     	0.0308%	90.7522%
843   	proved              	                    	1     	0.0308%	90.7830%
844   	healthier           	                    	1     	0.0308%	90.8138%
845   	nutritious          	                    	1     	0.0308%	90.8446%
846   	fell                	                    	1     	0.0308%	90.8755%
847   	short               	                    	1     	0.0308%	90.9063%
848   	snack               	                    	1     	0.0308%	90.9371%
849   	producer            	                    	1     	0.0308%	90.9679%
850   	discovered          	                    	1     	0.0308%	90.9988%
851   	purely              	                    	1     	0.0308%	91.0296%
852   	met                 	                    	1     	0.0308%	91.0604%
853   	passages            	                    	1     	0.0308%	91.0912%
854   	followed            	                    	1     	0.0308%	91.1221%
855   	unfinished          	                    	1     	0.0308%	91.1529%
856   	decide              	                    	1     	0.0308%	91.1837%
857   	microcosm           	                    	1     	0.0308%	91.2145%
858   	mediate             	                    	1     	0.0308%	91.2454%
859   	seek                	                    	1     	0.0308%	91.2762%
860   	external            	                    	1     	0.0308%	91.3070%
861   	equipping           	                    	1     	0.0308%	91.3379%
862   	handle              	                    	1     	0.0308%	91.3687%
863   	outside--           	                    	1     	0.0308%	91.3995%
864   	sheltering          	                    	1     	0.0308%	91.4303%
865   	broadening          	                    	1     	0.0308%	91.4612%
866   	ideals              	                    	1     	0.0308%	91.4920%
867   	clash               	                    	1     	0.0308%	91.5228%
868   	outright            	                    	1     	0.0308%	91.5536%
869   	adults              	                    	1     	0.0308%	91.5845%
870   	consider            	                    	1     	0.0308%	91.6153%
871   	adventure           	                    	1     	0.0308%	91.6461%
872   	lifetime-treks      	                    	1     	0.0308%	91.6769%
873   	borneo              	                    	1     	0.0308%	91.7078%
874   	sports              	                    	1     	0.0308%	91.7386%
875   	tour                	                    	1     	0.0308%	91.7694%
876   	barbados-appear     	                    	1     	0.0308%	91.8002%
877   	routine             	                    	1     	0.0308%	91.8311%
878   	state               	                    	1     	0.0308%	91.8619%
879   	asked               	                    	1     	0.0308%	91.8927%
880   	pounds              	                    	1     	0.0308%	91.9236%
881   	companies           	                    	1     	0.0308%	91.9544%
882   	arrange             	                    	1     	0.0308%	91.9852%
883   	meanwhile           	                    	1     	0.0308%	92.0160%
884   	arrive              	                    	1     	0.0308%	92.0469%
885   	breakfast           	                    	1     	0.0308%	92.0777%
886   	action              	                    	1     	0.0308%	92.1085%
887   	group               	                    	1     	0.0308%	92.1393%
888   	nine                	                    	1     	0.0308%	92.1702%
889   	classroom           	                    	1     	0.0308%	92.2010%
890   	fall                	                    	1     	0.0308%	92.2318%
891   	below               	                    	1     	0.0308%	92.2626%
892   	discrepancy         	                    	1     	0.0308%	92.2935%
893   	startlingly         	                    	1     	0.0308%	92.3243%
894   	apparent            	                    	1     	0.0308%	92.3551%
895   	introducing         	                    	1     	0.0308%	92.3859%
896   	requirement         	                    	1     	0.0308%	92.4168%
897   	better-off          	                    	1     	0.0308%	92.4476%
898   	tap                 	                    	1     	0.0308%	92.4784%
899   	richer              	                    	1     	0.0308%	92.5092%
900   	aunts               	                    	1     	0.0308%	92.5401%
901   	probing             	                    	1     	0.0308%	92.5709%
902   	rock                	                    	1     	0.0308%	92.6017%
903   	pools               	                    	1     	0.0308%	92.6326%
904   	local               	                    	1     	0.0308%	92.6634%
905   	beach               	                    	1     	0.0308%	92.6942%
906   	practising          	                    	1     	0.0308%	92.7250%
907   	french              	                    	1     	0.0308%	92.7559%
908   	language            	                    	1     	0.0308%	92.7867%
909   	fire                	                    	1     	0.0308%	92.8175%
910   	passions            	                    	1     	0.0308%	92.8483%
911   	boost               	                    	1     	0.0308%	92.8792%
912   	skills              	                    	1     	0.0308%	92.9100%
913   	open                	                    	1     	0.0308%	92.9408%
914   	eyes                	                    	1     	0.0308%	92.9716%
915   	possibilities       	                    	1     	0.0308%	93.0025%
916   	outings             	                    	1     	0.0308%	93.0333%
917   	bright              	                    	1     	0.0308%	93.0641%
918   	scores              	                    	1     	0.0308%	93.0949%
919   	a-level             	                    	1     	0.0308%	93.1258%
920   	tests               	                    	1     	0.0308%	93.1566%
921   	globalised          	                    	1     	0.0308%	93.1874%
922   	good                	                    	1     	0.0308%	93.2182%
923   	case                	                    	1     	0.0308%	93.2491%
924   	manage              	                    	1     	0.0308%	93.2799%
925   	abroad              	                    	1     	0.0308%	93.3107%
926   	easily              	                    	1     	0.0308%	93.3416%
927   	holiday             	                    	1     	0.0308%	93.3724%
928   	immense             	                    	1     	0.0308%	93.4032%
929   	mounting            	                    	1     	0.0308%	93.4340%
930   	financial           	                    	1     	0.0308%	93.4649%
931   	remarkable          	                    	1     	0.0308%	93.4957%
932   	determination       	                    	1     	0.0308%	93.5265%
933   	ensuring            	                    	1     	0.0308%	93.5573%
934   	take                	                    	1     	0.0308%	93.5882%
935   	truly               	                    	1     	0.0308%	93.6190%
936   	life-changing       	                    	1     	0.0308%	93.6498%
937   	applauded           	                    	1     	0.0308%	93.6806%
938   	methods             	                    	1     	0.0308%	93.7115%
939   	whole-school        	                    	1     	0.0308%	93.7423%
940   	proceeds            	                    	1     	0.0308%	93.7731%
941   	pooled              	                    	1     	0.0308%	93.8039%
942   	extend              	                    	1     	0.0308%	93.8348%
943   	justified           	                    	1     	0.0308%	93.8656%
944   	average             	                    	1     	0.0308%	93.8964%
945   	income              	                    	1     	0.0308%	93.9273%
946   	initiatives         	                    	1     	0.0308%	93.9581%
947   	doors               	                    	1     	0.0308%	93.9889%
948   	pull                	                    	1     	0.0308%	94.0197%
949   	little              	                    	1     	0.0308%	94.0506%
950   	party               	                    	1     	0.0308%	94.0814%
951   	celebration         	                    	1     	0.0308%	94.1122%
952   	feel                	                    	1     	0.0308%	94.1430%
953   	guilt               	                    	1     	0.0308%	94.1739%
954   	left                	                    	1     	0.0308%	94.2047%
955   	behind              	                    	1     	0.0308%	94.2355%
956   	department          	                    	1     	0.0308%	94.2663%
957   	education           	                    	1     	0.0308%	94.2972%
958   	guidance            	                    	1     	0.0308%	94.3280%
959   	charge              	                    	1     	0.0308%	94.3588%
960   	lodging             	                    	1     	0.0308%	94.3896%
961   	syllabus            	                    	1     	0.0308%	94.4205%
962   	receiving           	                    	1     	0.0308%	94.4513%
963   	aid                 	                    	1     	0.0308%	94.4821%
964   	exempt              	                    	1     	0.0308%	94.5129%
965   	costs               	                    	1     	0.0308%	94.5438%
966   	however             	                    	1     	0.0308%	94.5746%
967   	seem                	                    	1     	0.0308%	94.6054%
968   	ignore              	                    	1     	0.0308%	94.6363%
969   	advice              	                    	1     	0.0308%	94.6671%
970   	kind                	                    	1     	0.0308%	94.6979%
971   	glamorous           	                    	1     	0.0308%	94.7287%
972   	exotic              	                    	1     	0.0308%	94.7596%
973   	becoming            	                    	1     	0.0308%	94.7904%
974   	increasingly        	                    	1     	0.0308%	94.8212%
975   	common              	                    	1     	0.0308%	94.8520%
976   	expected            	                    	1     	0.0308%	94.8829%
977   	communities         	                    	1     	0.0308%	94.9137%
978   	single-handed       	                    	1     	0.0308%	94.9445%
979   	expect              	                    	1     	0.0308%	94.9753%
980   	foster              	                    	1     	0.0308%	95.0062%
981   	divisions           	                    	1     	0.0308%	95.0370%
982   	exclude             	                    	1     	0.0308%	95.0678%
983   	already             	                    	1     	0.0308%	95.0986%
984   	prepare             	                    	1     	0.0308%	95.1295%
985   	challenge           	                    	1     	0.0308%	95.1603%
986   	protect             	                    	1     	0.0308%	95.1911%
987   	motivate            	                    	1     	0.0308%	95.2219%
988   	develop             	                    	1     	0.0308%	95.2528%
989   	physical            	                    	1     	0.0308%	95.2836%
990   	intellectual        	                    	1     	0.0308%	95.3144%
991   	abilities           	                    	1     	0.0308%	95.3453%
992   	encourage           	                    	1     	0.0308%	95.3761%
993   	achieve             	                    	1     	0.0308%	95.4069%
994   	goals               	                    	1     	0.0308%	95.4377%
995   	think               	                    	1     	0.0308%	95.4686%
996   	different           	                    	1     	0.0308%	95.4994%
997   	backgrounds         	                    	1     	0.0308%	95.5302%
998   	mix                 	                    	1     	0.0308%	95.5610%
999   	widen               	                    	1     	0.0308%	95.5919%
1000  	gap                 	                    	1     	0.0308%	95.6227%
1001  	privileged          	                    	1     	0.0308%	95.6535%
1002  	give                	                    	1     	0.0308%	95.6843%
1003  	rich                	                    	1     	0.0308%	95.7152%
1004  	relatives           	                    	1     	0.0308%	95.7460%
1005  	suggest             	                    	1     	0.0308%	95.7768%
1006  	build               	                    	1     	0.0308%	95.8076%
1007  	aiming              	                    	1     	0.0308%	95.8385%
1008  	improve             	                    	1     	0.0308%	95.8693%
1009  	require             	                    	1     	0.0308%	95.9001%
1010  	mutual              	                    	1     	0.0308%	95.9309%
1011  	involving           	                    	1     	0.0308%	95.9618%
1012  	campus              	                    	1     	0.0308%	95.9926%
1013  	low-income          	                    	1     	0.0308%	96.0234%
1014  	regarding           	                    	1     	0.0308%	96.0543%
1015  	miss                	                    	1     	0.0308%	96.0851%
1016  	broaden             	                    	1     	0.0308%	96.1159%
1017  	despite             	                    	1     	0.0308%	96.1467%
1018  	experience          	                    	1     	0.0308%	96.1776%
1019  	adventures          	                    	1     	0.0308%	96.2084%
1020  	run                 	                    	1     	0.0308%	96.2392%
1021  	risks               	                    	1     	0.0308%	96.2700%
1022  	expectation         	                    	1     	0.0308%	96.3009%
1023  	resolving           	                    	1     	0.0308%	96.3317%
1024  	existing            	                    	1     	0.0308%	96.3625%
1025  	discrepancies       	                    	1     	0.0308%	96.3933%
1026  	avoiding            	                    	1     	0.0308%	96.4242%
1027  	creating            	                    	1     	0.0308%	96.4550%
1028  	gaps                	                    	1     	0.0308%	96.4858%
1029  	among               	                    	1     	0.0308%	96.5166%
1030  	giving              	                    	1     	0.0308%	96.5475%
1031  	poor                	                    	1     	0.0308%	96.5783%
1032  	preferential        	                    	1     	0.0308%	96.6091%
1033  	treatment           	                    	1     	0.0308%	96.6400%
1034  	populations         	                    	1     	0.0308%	96.6708%
1035  	brink               	                    	1     	0.0308%	96.7016%
1036  	century             	                    	1     	0.0308%	96.7324%
1037  	states              	                    	1     	0.0308%	96.7633%
1038  	transforms          	                    	1     	0.0308%	96.7941%
1039  	either              	                    	1     	0.0308%	96.8249%
1040  	co-author           	                    	1     	0.0308%	96.8557%
1041  	university          	                    	1     	0.0308%	96.8866%
1042  	strasbourg          	                    	1     	0.0308%	96.9174%
1043  	france              	                    	1     	0.0308%	96.9482%
1044  	warned              	                    	1     	0.0308%	96.9790%
1045  	actions             	                    	1     	0.0308%	97.0099%
1046  	aimed               	                    	1     	0.0308%	97.0407%
1047  	haling              	                    	1     	0.0308%	97.0715%
1048  	controlling         	                    	1     	0.0308%	97.1023%
1049  	pace                	                    	1     	0.0308%	97.1332%
1050  	human-              	                    	1     	0.0308%	97.1640%
1051  	induced             	                    	1     	0.0308%	97.1948%
1052  	stays               	                    	1     	0.0308%	97.2256%
1053  	same                	                    	1     	0.0308%	97.2565%
1054  	son                 	                    	1     	0.0308%	97.2873%
1055  	amid                	                    	1     	0.0308%	97.3181%
1056  	concern             	                    	1     	0.0308%	97.3490%
1057  	earlier             	                    	1     	0.0308%	97.3798%
1058  	month               	                    	1     	0.0308%	97.4106%
1059  	combination         	                    	1     	0.0308%	97.4414%
1060  	threatening         	                    	1     	0.0308%	97.4723%
1061  	disastrous          	                    	1     	0.0308%	97.5031%
1062  	seals               	                    	1     	0.0308%	97.5339%
1063  	starkest            	                    	1     	0.0308%	97.5647%
1064  	yet                 	                    	1     	0.0308%	97.5956%
1065  	devastating         	                    	1     	0.0308%	97.6264%
1066  	exploitation        	                    	1     	0.0308%	97.6572%
1067  	delicate            	                    	1     	0.0308%	97.6880%
1068  	greenhouse          	                    	1     	0.0308%	97.7189%
1069  	gas                 	                    	1     	0.0308%	97.7497%
1070  	emissions           	                    	1     	0.0308%	97.7805%
1071  	pairs               	                    	1     	0.0308%	97.8113%
1072  	breed               	                    	1     	0.0308%	97.8422%
1073  	specific            	                    	1     	0.0308%	97.8730%
1074  	easy                	                    	1     	0.0308%	97.9038%
1075  	access              	                    	1     	0.0308%	97.9346%
1076  	warms               	                    	1     	0.0308%	97.9655%
1077  	called              	                    	1     	0.0308%	97.9963%
1078  	upward              	                    	1     	0.0308%	98.0271%
1079  	movement            	                    	1     	0.0308%	98.0580%
1080  	nutrient-rich       	                    	1     	0.0308%	98.0888%
1081  	supports            	                    	1     	0.0308%	98.1196%
1082  	abundance           	                    	1     	0.0308%	98.1504%
1083  	south               	                    	1     	0.0308%	98.1813%
1084  	means               	                    	1     	0.0308%	98.2121%
1085  	fish                	                    	1     	0.0308%	98.2429%
1086  	feeding             	                    	1     	0.0308%	98.2737%
1087  	leaving             	                    	1     	0.0308%	98.3046%
1088  	chicks              	                    	1     	0.0308%	98.3354%
1089  	grows               	                    	1     	0.0308%	98.3662%
1090  	wiped               	                    	1     	0.0308%	98.3970%
1091  	plight              	                    	1     	0.0308%	98.4279%
1092  	seabirds            	                    	1     	0.0308%	98.4587%
1093  	mammals             	                    	1     	0.0308%	98.4895%
1094  	occupy              	                    	1     	0.0308%	98.5203%
1095  	bio-indicators      	                    	1     	0.0308%	98.5512%
1096  	sensitive           	                    	1     	0.0308%	98.5820%
1097  	indicators          	                    	1     	0.0308%	98.6128%
1098  	predicting          	                    	1     	0.0308%	98.6436%
